Atencion Level, Meditation Level, Blink, Life, Distance, Speed, Time played, Difficulty
0,0,0,4,725,5,149,easy
0,0,0,4,730,5,150,easy
0,0,0,4,735,5,151,easy
0,0,0,4,740,5,152,easy
0,0,0,4,745,5,153,easy
0,0,0,4,750,5,154,easy
0,0,0,4,755,5,155,easy
0,0,0,4,760,5,156,easy
0,0,0,4,765,5,158,easy
0,0,0,4,770,5,159,easy
0,0,0,4,775,5,160,easy
0,0,0,4,781,5,161,easy
0,0,0,4,786,5,162,easy
0,0,0,4,791,5,163,easy
0,0,0,4,796,5,164,easy
0,0,0,4,801,5,165,easy
0,0,0,4,806,5,166,easy
0,0,0,4,811,5,167,easy
0,0,0,4,816,5,168,easy
0,0,0,4,821,5,169,easy
0,0,0,4,826,5,170,easy
0,0,0,4,831,5,171,easy
0,0,0,4,836,5,172,easy
0,0,0,4,841,5,173,easy
0,0,0,4,846,5,174,easy
0,0,0,4,851,5,175,easy
0,0,0,5,856,5,176,easy
0,0,0,5,861,5,177,easy
0,0,0,5,866,5,178,easy
0,0,0,5,871,5,179,easy
0,0,0,5,876,5,180,easy
0,0,0,5,881,5,181,easy
0,0,0,5,886,5,182,easy
0,0,0,5,891,5,183,easy
0,0,0,5,896,5,184,easy
0,0,0,5,901,5,185,easy
0,0,0,5,906,5,186,easy
0,0,0,5,912,5,187,easy
0,0,0,5,917,5,188,easy
0,0,0,5,922,5,189,easy
0,0,0,5,927,5,190,easy
0,0,0,5,932,5,191,easy
0,0,0,5,937,5,192,easy
0,0,0,5,942,5,193,easy
0,0,0,5,947,5,194,easy
0,0,0,5,952,5,195,easy
0,0,0,5,957,5,196,easy
0,0,0,5,962,5,197,easy
0,0,0,5,967,5,198,easy
0,0,0,5,972,5,199,easy
0,0,0,5,977,5,200,easy
0,0,0,5,982,5,201,easy
0,0,0,5,987,5,202,easy
0,0,0,5,992,5,203,easy
0,0,0,5,997,5,204,easy
0,0,0,5,1002,5,205,easy
0,0,0,5,1007,5,206,easy
0,0,0,5,1012,5,207,easy
0,0,0,5,1017,5,208,easy
0,0,0,5,1022,5,209,easy
0,0,0,5,1027,5,210,easy
0,0,0,5,1032,5,211,easy
0,0,0,5,1038,5,212,easy
0,0,0,5,1043,5,213,easy
0,0,0,5,1048,5,214,easy
0,0,0,5,1053,5,215,easy
0,0,0,5,1058,5,216,easy
0,0,0,5,1063,5,217,easy
0,0,0,5,1068,5,218,easy
0,0,0,5,1073,5,219,easy
0,0,0,5,1078,5,220,easy
0,0,0,5,1083,5,221,easy
0,0,0,5,1088,5,222,easy
0,0,0,4,1093,5,223,easy
0,0,0,4,1098,5,224,easy
0,0,0,4,1103,5,225,easy
0,0,0,3,1108,5,226,easy
0,0,0,3,1113,5,227,easy
0,0,0,3,1118,5,228,easy
0,0,0,1,1123,5,229,easy
0,0,0,1,1128,5,230,easy
0,0,0,1,1133,5,231,easy
0,0,0,1,1138,5,232,easy
0,0,0,2,1143,5,233,easy
0,0,0,2,1148,5,234,easy
0,0,0,2,1153,5,235,easy
0,0,0,2,1158,5,236,easy
0,0,0,2,1163,5,237,easy
0,0,0,2,1168,5,238,easy
0,0,0,2,1174,5,239,easy
0,0,0,2,1179,5,240,easy
0,0,0,2,1184,5,241,easy
0,0,0,2,1189,5,242,easy
0,0,0,2,1194,5,243,easy
0,0,0,2,1199,5,244,easy
0,0,0,2,1204,5,245,easy
0,0,0,2,1209,5,246,easy
0,0,0,2,1214,5,247,easy
0,0,0,2,1219,5,248,easy
0,0,0,2,1224,5,249,easy
0,0,0,2,1229,5,250,easy
0,0,0,2,1234,5,251,easy
0,0,0,2,1239,5,252,easy
0,0,0,2,1244,5,253,easy
0,0,0,2,1249,5,254,easy
0,0,0,2,1254,5,255,easy
0,0,0,2,1259,5,256,easy
0,0,0,2,1264,5,257,easy
0,0,0,2,1269,5,258,easy
0,0,0,2,1274,5,259,easy
0,0,0,2,1279,5,260,easy
0,0,0,2,1284,5,261,easy
0,0,0,2,1289,5,262,easy
0,0,0,2,1294,5,263,easy
0,0,0,2,1299,5,264,easy
0,0,0,2,1304,5,265,easy
0,0,0,2,1309,5,266,easy
0,0,0,2,1314,5,267,easy
0,0,0,2,1320,5,268,easy
0,0,0,2,1325,5,269,easy
0,0,0,2,1330,5,270,easy
0,0,0,2,1335,5,271,easy
0,0,0,2,1340,5,272,easy
0,0,0,2,1345,5,273,easy
0,0,0,2,1350,5,274,easy
0,0,0,2,1355,5,275,easy
0,0,0,2,1360,5,276,easy
0,0,0,2,1365,5,277,easy
0,0,0,2,1370,5,278,easy
0,0,0,2,1375,5,279,easy
0,0,0,2,1380,5,280,easy
0,0,0,2,1385,5,281,easy
0,0,0,2,1390,5,282,easy
0,0,0,2,1395,5,283,easy
0,0,0,2,1400,5,284,easy
0,0,0,2,1405,5,285,easy
0,0,0,2,1410,5,286,easy
0,0,0,2,1415,5,287,easy
0,0,0,2,1420,5,289,easy
0,0,0,2,1425,5,290,easy
0,0,0,2,1430,5,291,easy
0,0,0,2,1435,5,292,easy
0,0,0,2,1440,5,293,easy
0,0,0,2,1445,5,294,easy
0,0,0,2,1451,5,295,easy
0,0,0,2,1456,5,296,easy
0,0,0,2,1461,5,297,easy
0,0,0,2,1466,5,298,easy
0,0,0,2,1471,5,299,easy
0,0,0,2,1476,5,300,easy
0,0,0,2,1481,5,301,easy
0,0,0,2,1486,5,302,easy
0,0,0,2,1491,5,303,easy
0,0,0,2,1496,5,304,easy
0,0,0,3,1501,5,305,easy
0,0,0,3,1506,5,306,easy
0,0,0,3,1511,5,307,easy
0,0,0,2,1516,5,308,easy
0,0,0,2,1521,5,309,easy
0,0,0,2,1526,5,310,easy
0,0,0,2,1531,5,311,easy
0,0,0,2,1536,5,312,easy
0,0,0,2,1541,5,313,easy
0,0,0,1,1546,5,314,easy
0,0,0,1,1551,5,315,easy
0,0,0,1,1556,5,316,easy
0,0,0,1,1561,5,317,easy
0,0,0,1,1566,5,318,easy
0,0,0,1,1572,5,319,easy
0,0,0,1,1577,5,320,easy
0,0,0,1,1582,5,321,easy
0,0,0,1,1587,5,322,easy
0,0,0,1,1592,5,323,easy
0,0,0,1,1597,5,324,easy
0,0,0,1,1602,5,325,easy
0,0,0,1,1607,5,326,easy
0,0,0,1,1612,5,327,easy
0,0,0,1,1617,5,328,easy
0,0,0,1,1622,5,329,easy
0,0,0,1,1627,5,330,easy
0,0,0,1,1632,5,331,easy
0,0,0,1,1637,5,332,easy
0,0,0,1,1642,5,333,easy
0,0,0,0,1647,1,355,334,easy
0,0,0,0,1647,4,999204,335,easy
0,0,0,0,1647,4,999998,336,easy
0,0,0,0,1647,4,999998,337,easy
0,0,0,0,1647,4,999998,338,easy
0,0,0,0,1647,4,999998,339,easy
